2017-02-20 15:00:16 INFO  DispatcherServlet:479 - FrameworkServlet 'mvc-dispatcher': initialization started
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/holiday/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.HolidayController.editHoliday(com.gsmart.model.Holiday,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/holiday],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.HolidayController.deleteBand(com.gsmart.model.Holiday) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/inventoryassignment],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.InventoryAssignmentsController.getInventory(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/inventoryassignment],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.InventoryAssignmentsController.addInventory(com.gsmart.model.InventoryAssignments,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/inventoryassignment/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.InventoryAssignmentsController.editdeleteInventory(com.gsmart.model.InventoryAssignments,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/notice/viewNotice/{smartId}/{year}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.NoticeController.viewNotice(java.lang.String,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/notice/viewMyNotice/{smartId}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.NoticeController.viewMyNotice(java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/notice/generic/{type}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.NoticeController.viewGenericNotice(java.lang.String)
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/notice/addNotice],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.NoticeController.addNotice(com.gsmart.model.Notice,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/notice/editNotice],methods=[PUT],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.NoticeController.editNotice(com.gsmart.model.Notice,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/notice/deleteNotice],methods=[PUT],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.NoticeController.deleteNotice(com.gsmart.model.Notice,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/inventory],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.InventoryController.getInventory(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/inventory],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.InventoryController.addInventory(com.gsmart.model.Inventory,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/inventory/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.InventoryController.editInventory(com.gsmart.model.Inventory,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/rfid],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.RfidController.getProfilesWithoutRfid(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/rfid],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.RfidController.addRfid(com.gsmart.model.Profile,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/banner],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.BannerController.getBanner(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/banner],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.BannerController.addBannner(com.gsmart.model.Banners,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/banner/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.BannerController.editDeleteBanner(com.gsmart.model.Banners,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/org/{smartId}],methods=[],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.OrgStructureController.orgStructureController(java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/org/searchname],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.util.ArrayList<com.gsmart.model.Profile>>> com.gsmart.controller.OrgStructureController.Search(com.gsmart.model.Search,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession)
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/org/search/{smartId}],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.util.ArrayList<com.gsmart.model.Profile>>> com.gsmart.controller.OrgStructureController.searchRep(com.gsmart.model.Search,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/registration/searchRep],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.RegistrationController.searchRep(com.gsmart.model.Search,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession)
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/registration/employee],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.RegistrationController.viewEmployeeProfiles(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/registration/student],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.RegistrationController.viewStudentProfiles(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/registration/addProfile],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.RegistrationController.addUser(com.gsmart.model.Profile,com.gsmart.model.Login,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/registration/updateProfile/{updEmpSmartId}],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.String>> com.gsmart.controller.RegistrationController.updateProfile(com.gsmart.model.Profile,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/privilege/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.PrivilegeController.editPrivilege(com.gsmart.model.Profile,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/privilege],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.PrivilegeController.search(com.gsmart.model.Profile,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/password/email],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.PasswordController.emailLink(java.lang.String) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/password],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.PasswordController.setPassword(com.gsmart.model.Login,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException,java.security.NoSuchAlgorithmException,java.io.UnsupportedEncodingException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/login],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.LoginController.authenticate(com.gsmart.model.Login,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/login],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.String>> com.gsmart.controller.LoginController.logout(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/myteamleave/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.MyTeamLeaveController.editDeleteBand(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession,com.gsmart.model.Leave,java.lang.String) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/myteamleave],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.MyTeamLeaveController.getLeave(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/assign/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.AssignController.editDeleteBand(com.gsmart.model.Assign,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/assign],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.AssignController.getAssigningReportee(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/assign],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.AssignController.addAssigningReportee(com.gsmart.model.Assign,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/assign/staff],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.AssignController.getStaffs(com.gsmart.model.Hierarchy,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leave],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.LeaveController.getLeave(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leave],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.LeaveController.addLeave(com.gsmart.model.Leave,java.lang.Integer,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leave/{task}],methods=[PUT],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.LeaveController.editLeave(com.gsmart.model.Leave,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leave/leftleaves/{smartId}/{leaveType}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.LeaveController.getLeftLeaves(java.lang.String,java.lang.String)
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/weekdays],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.gsmart.model.WeekDays>> com.gsmart.controller.WeekDayController.getWeekDaysList() throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/weekdays],methods=[POST],params=[],headers=[],consumes=[application/json],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.WeekDayController.addWeekDays(com.gsmart.model.WeekDays) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/weekdays],methods=[DELETE],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.WeekDayController.deleteWeekDays(com.gsmart.model.WeekDays) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/weekdays],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.WeekDayController.updateWeekDays(com.gsmart.model.WeekDays) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/hierarchy],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.HierarchyController.getHierarchy(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/hierarchy/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.HierarchyController.editDeleteHierarchy(com.gsmart.model.Hierarchy,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/hierarchy],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.HierarchyController.addHierarchy(com.gsmart.model.Hierarchy,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/reportCard/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.ReportCardController.editDeleteReportCard(com.gsmart.model.ReportCard,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/reportCard/excelToDB/{smartId}],methods=[POST],params=[],headers=[],consumes=[multipart/form-data],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.String>> com.gsmart.controller.ReportCardController.excelToDB(java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession)
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/reportCard/getStructure/{smartId}/{academicYear}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.ReportCardController.getReportCardStructure(java.lang.String,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartServiceException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/reportCard],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.ReportCardController.getList(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/reportCard],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.ReportCardController.addReportCard(com.gsmart.model.ReportCard,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:35 INFO  ExceptionHandlerExceptionResolver:313 - Detected @ExceptionHandler methods in GSmartExceptionHandler
2017-02-20 15:00:35 INFO  DispatcherServlet:498 - FrameworkServlet 'mvc-dispatcher': initialization completed in 18650 ms
2017-02-20 15:04:13 INFO  Loggers:105 - Start :: LoginController.logout() :: 61
2017-02-20 15:04:13 INFO  Loggers:81 - Start :: Object Received 164507152707254690330155858282
2017-02-20 15:04:13 INFO  Loggers:105 - Start :: TokenServiceImpl.deleteToken() :: 47
2017-02-20 15:04:16 INFO  Loggers:105 - Start :: LoginController.authenticate() :: 47
2017-02-20 15:04:16 INFO  Loggers:86 - Login [smartId=100001, password=1234, newPassword=null, confirmPassword=null, referenceSmartId=null, attempt=null, entryTime=null, updatedTime=null]
2017-02-20 15:04:16 INFO  Loggers:105 - Start :: LoginController.authenticate() :: 48
2017-02-20 15:04:16 INFO  Loggers:81 - Start :: Object Received 164507152707254690330155858282
2017-02-20 15:04:16 INFO  Loggers:105 - Start :: LoginServicesImpl.authenticate() :: 41
2017-02-20 15:04:16 INFO  Loggers:86 - Login [smartId=100001, password=1234, newPassword=null, confirmPassword=null, referenceSmartId=null, attempt=null, entryTime=null, updatedTime=null]
2017-02-20 15:04:16 INFO  Loggers:105 - Start :: TokenDaoImpl.deleteToken() :: 78
2017-02-20 15:04:16 INFO  Loggers:81 - Start :: Object Received 164507152707254690330155858282
2017-02-20 15:04:16 INFO  Loggers:86 - 
Token [
	TokenNumber=164507152707254690330155858282
	SmartID=null
	Role=null ]
2017-02-20 15:04:17 INFO  Loggers:105 - Start :: LoginController.authenticate() :: 47
2017-02-20 15:04:17 INFO  Loggers:86 - Login [smartId=100001, password=1234, newPassword=null, confirmPassword=null, referenceSmartId=null, attempt=null, entryTime=null, updatedTime=null]
2017-02-20 15:04:18 INFO  Loggers:105 - Start :: LoginController.authenticate() :: 48
2017-02-20 15:04:18 INFO  Loggers:81 - Start :: Object Received 164507152707254690330155858282
2017-02-20 15:04:18 INFO  Loggers:105 - Start :: LoginServicesImpl.authenticate() :: 41
2017-02-20 15:04:18 INFO  Loggers:86 - Login [smartId=100001, password=1234, newPassword=null, confirmPassword=null, referenceSmartId=null, attempt=null, entryTime=null, updatedTime=null]
2017-02-20 15:04:20 INFO  DefaultLoadEventListener:158 - HHH000327: Error performing load command : org.hibernate.SessionException: Session is closed!
2017-02-20 15:04:20 INFO  Loggers:105 - End :: TokenServiceImpl.deleteToken() :: 55
2017-02-20 15:04:20 INFO  Loggers:81 - User is already logged in
2017-02-20 15:04:20 INFO  Loggers:105 - Start :: RolePermissionServicesImp.getPermission() :: 113
2017-02-20 15:04:20 INFO  Loggers:105 - End :: RolePermissionServicesImp.getPermission() :: 115
2017-02-20 15:04:20 INFO  Loggers:105 - Start :: RolePermissionDaoImp.getPermission() :: 197
2017-02-20 15:04:20 INFO  Loggers:81 - given role is : ADMIN
2017-02-20 15:04:20 INFO  GSmartExceptionHandler:18 - GSmartServiceException Occured:: URL=http://localhost:8080/gsmart/login
2017-02-20 15:04:20 INFO  Loggers:66 - given modules size is : 11
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : ReportCard
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Maintenance
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Fee
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Registration
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : InventoryAssignments
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Modules
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : performance-appraisal
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Band
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : OrgStructure
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Contact-Teacher
2017-02-20 15:04:20 INFO  Loggers:81 - given moduleName is : Notice
2017-02-20 15:04:20 INFO  Loggers:105 - End :: RolePermissionDaoImp.getPermission() :: 223
2017-02-20 15:04:20 INFO  Loggers:84 - End :: Object Received [
 RolePermission [
{	 entryTime=null, 
	role=null, 
	moduleName=ReportCard, 
	subModuleName=null
}, 
add=false,
view=false,
edit=false,
del=false,
updatedTime=null,
exitTime=null,
isActive=null], 
 RolePermission [
{	 entryTime=null, 
	role=null, 
	moduleName=Maintenance, 
	subModuleName=null
}, 
add=false,
view=false,
edit=false,
del=false,
updatedTime=null,
exitTime=null,
isActive=null], 
 RolePermission [
{	 entryTime=null, 
	role=null, 
	moduleName=Fee, 
	subModuleName=null
}, 
add=false,
view=false,
edit=false,
del=false,
updatedTime=null,
exitTime=null,
isActive=null], 
 RolePermission [
{	 entryTime=null, 
	role=null, 
	moduleName=Registration, 
	subModuleName=null
}, 
add=false,
view=false,
edit=false,
del=false,
updatedTime=null,
exitTime=null,
isActive=null], 
 RolePermission [
{	 entryTime=null, 
	role=null, 
	moduleName=InventoryAssignments, 
	subModuleName=null
}, 
add=false,
view=false,
edit=false,
del=false,
updatedTime=null,
exitTime=null,
isActive=null], 
 RolePermission [
{	 entryTime=null, 
	role=null, 
	moduleName=Modules, 
	subModuleName=null
}, 
add=false,
view=false,
edit=false,
del=false,
updatedTime=null,
exitTime=null,
isActive=null], 
